event-id,visible,timestamp,location-long,location-lat,bar:barometric-pressure,external-temperature,gps:dop,gps:satellite-count,gps-time-to-fix,ground-speed,heading,height-above-msl,import-marked-outlier,location-error-numerical,manually-marked-outlier,vertical-error-numerical,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
20432409031,true,2018-05-19 13:47:27.000,6.5888992,53.0066371,,33.4,2.9,5,8.8,0.628707891470117,267.3557148308343,1.0,false,8.5,false,10.9,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409035,true,2018-05-19 14:17:42.000,6.589236,53.0066145,,33.6,3.4,4,16.0,0.671894201491905,267.4813301942864,19.0,false,22.9,false,53.7,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409037,true,2018-05-19 14:47:42.000,6.5803765,53.0081196,,40.1,3.3,4,8.2,1.64942369521126,341.8016495932233,-1.0,false,10.5,false,16.7,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409040,true,2018-05-19 15:17:38.000,6.5809329,53.0083212,,36.1,3.3,4,12.3,0.585211073565533,120.775214190653,0.0,false,17.8,false,34.6,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409043,true,2018-05-19 15:48:06.000,6.5803242,53.0079983,,36.8,1.5,7,32.4,0.737380173820592,189.543930858181,4.0,false,7.7,false,8.5,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409046,true,2018-05-19 16:18:05.000,6.5804532,53.0078548,,36.3,4.0,5,7.8,0.533788204305696,244.604661271617,6.0,false,7.1,false,15.4,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409049,true,2018-05-19 16:48:12.000,6.5807222,53.0080399,,37.2,7.6,4,22.9,0.390666868963519,334.4454394382544,12.0,false,6.0,false,21.0,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409052,true,2018-05-19 17:18:15.000,6.5805697,53.0081372,,36.2,9.8,4,18.2,1.19065073363071,317.604124767597,-8.0,false,8.4,false,13.8,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409056,true,2018-05-19 17:49:01.000,6.5806775,53.0077683,,32.0,1.4,9,40.1,0.017027029032009,164.381902193331,8.0,false,2.9,false,3.1,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409058,true,2018-05-19 18:18:52.000,6.5804779,53.0078808,,32.5,3.2,7,7.5,1.57772050883427,192.191005874252,8.0,false,19.2,false,20.1,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409061,true,2018-05-19 18:48:47.000,6.5806734,53.0081038,,32.0,3.2,6,10.7,0.309134672190468,270.4087059406459,37.0,false,7.5,false,20.5,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409064,true,2018-05-19 19:19:02.000,6.5804847,53.0079136,,32.5,3.9,4,17.9,0.51553050416576,311.1475536933288,10.0,false,10.0,false,15.4,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409067,true,2018-05-19 19:49:11.000,6.5817329,53.0081514,,32.9,7.3,5,19.0,0.278453811807189,289.4948484682835,26.0,false,11.9,false,22.3,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409071,true,2018-05-19 20:19:36.000,6.5905113,53.0074544,,31.9,4.0,6,36.0,0.0786641342466007,230.108212090263,13.0,false,7.7,false,9.9,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409074,true,2018-05-19 20:49:48.000,6.5906877,53.0073467,,32.3,2.8,6,8.5,0.676908340326667,238.763315172869,33.0,false,12.3,false,24.7,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409077,true,2018-05-19 21:19:44.000,6.5902186,53.0074467,,34.6,3.5,5,12.6,0.812863435555519,230.891921962579,8.0,false,17.5,false,28.1,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409080,true,2018-05-19 21:49:32.000,6.5905377,53.0073751,,33.3,3.6,5,8.8,1.94485042676273,259.847466666754,8.0,false,13.1,false,9.8,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409083,true,2018-05-19 22:19:33.000,6.5906071,53.0073425,,30.0,5.2,5,18.0,0.999558870016137,266.7020011950508,19.0,false,11.9,false,11.0,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409086,true,2018-05-19 22:50:07.000,6.5905317,53.0073736,,32.3,1.8,8,28.1,0.0620328840559489,218.466444810488,12.0,false,6.2,false,7.8,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409089,true,2018-05-19 23:20:08.000,6.5904454,53.0074339,,31.3,1.6,8,8.6,1.0695208674321,187.390324403001,17.0,false,8.9,false,8.8,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409092,true,2018-05-19 23:50:34.000,6.5904345,53.0073619,,31.3,2.1,6,39.3,0.0265942721571969,262.3668923745014,6.0,false,4.8,false,6.3,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409095,true,2018-05-20 00:20:54.000,6.5905406,53.0075195,,31.2,1.7,6,19.6,0.397669255501517,282.57124917327,23.0,false,14.3,false,11.2,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409098,true,2018-05-20 00:51:23.000,6.5904981,53.0072946,,31.6,3.2,6,40.7,1.48964928559956,0.100311379286589,28.0,false,29.3,false,27.1,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409101,true,2018-05-20 01:21:14.000,6.5904708,53.007344,,30.9,3.6,4,8.1,3.16105493945096,332.5078535878525,29.0,false,22.1,false,38.1,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409104,true,2018-05-20 01:51:36.000,6.5821177,53.0092595,,31.7,1.9,8,22.2,0.103427040936572,343.6947922213605,3.0,false,2.9,false,4.5,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409107,true,2018-05-20 02:21:29.000,6.5820365,53.0092813,,31.4,2.4,7,7.5,0.054006480161224,257.497125676382,12.0,false,3.9,false,6.6,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409110,true,2018-05-20 02:51:21.000,6.584284,53.0073681,,30.9,2.1,7,7.7,0.347977105536956,250.765413248225,4.0,false,10.6,false,8.1,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409113,true,2018-05-20 03:21:28.000,6.5843502,53.0072863,,30.8,1.6,7,6.8,1.12375372381801,151.772285770417,-3.0,false,11.6,false,7.9,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409116,true,2018-05-20 03:51:34.000,6.5839544,53.0074544,,30.9,3.7,5,20.9,0.0707708776740698,87.6721391684974,6.0,false,11.1,false,10.3,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409119,true,2018-05-20 04:22:06.000,6.5815927,53.0091982,,29.1,2.1,5,44.9,0.0789447798769299,125.600949990134,10.0,false,10.5,false,8.7,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409121,true,2018-05-20 04:52:02.000,6.5826991,53.0092394,,31.8,6.8,4,17.4,2.96131825731321,139.583151982541,20.0,false,11.3,false,12.8,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409124,true,2018-05-20 05:22:16.000,6.5807099,53.0077808,,31.8,2.6,6,7.6,0.392333714341593,93.4897155579711,18.0,false,3.7,false,9.2,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409127,true,2018-05-20 05:52:09.000,6.5803234,53.0080527,,32.9,2.2,6,8.8,1.94722645560541,185.652944346621,-3.0,false,7.3,false,10.9,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409130,true,2018-05-20 06:21:59.000,6.5818293,53.0080942,,34.2,1.8,6,7.0,0.678862297983877,325.200381770653,14.0,false,5.2,false,8.3,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409133,true,2018-05-20 06:52:10.000,6.5824696,53.00828,,33.7,3.2,5,10.1,0.698693552163541,287.9160564757729,11.0,false,18.3,false,11.1,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409136,true,2018-05-20 07:22:04.000,6.5888334,53.0067268,,34.8,5.0,4,12.3,3.04519424698452,278.5515922499992,9.0,false,37.2,false,34.9,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409139,true,2018-05-20 07:52:06.000,6.5888629,53.00669,,36.8,1.7,12,22.4,0.0957171249925383,185.720655670196,7.0,false,2.2,false,3.2,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409142,true,2018-05-20 08:22:16.000,6.5814104,53.0082996,,39.0,1.7,9,8.7,0.351460109329624,188.754908791756,12.0,false,6.9,false,13.3,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409145,true,2018-05-20 08:52:07.000,6.5813978,53.00825,,39.1,1.4,8,7.9,0.324465565061857,118.684644834077,8.0,false,9.4,false,8.9,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409148,true,2018-05-20 09:22:10.000,6.5815373,53.0082669,,37.6,9.8,5,18.9,0.0721981267726812,157.602245204944,8.0,false,12.7,false,11.3,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409151,true,2018-05-20 09:52:37.000,6.5800376,53.0081559,,40.0,1.6,9,38.0,0.0322696556642168,193.699307780394,6.0,false,2.7,false,3.6,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409154,true,2018-05-20 10:22:47.000,6.5808314,53.0083214,,40.5,2.1,9,8.3,0.39162956188104,197.136126038689,6.0,false,4.2,false,5.4,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409157,true,2018-05-20 10:52:52.000,6.5808431,53.0083301,,37.8,2.3,8,8.7,0.860645781353083,177.379366925238,1.0,false,11.3,false,11.5,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409160,true,2018-05-20 11:22:46.000,6.5808427,53.0083512,,38.7,1.8,8,7.7,0.934857229578883,181.592401342615,6.0,false,9.4,false,8.5,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409163,true,2018-05-20 11:52:55.000,6.5812258,53.0077378,,41.7,1.8,7,8.9,8.76219022112434,62.9866047142386,7.0,false,7.4,false,7.3,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409166,true,2018-05-20 12:23:06.000,6.5828463,53.0083816,,46.0,4.7,5,28.0,0.0351152522086112,101.682707311599,-1.0,false,7.0,false,8.4,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409169,true,2018-05-20 12:53:03.000,6.5827099,53.0079475,,43.5,3.9,5,17.2,0.433533782711365,221.44304526948,8.0,false,27.5,false,15.4,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409172,true,2018-05-20 13:23:17.000,6.5826694,53.0075477,,42.9,3.4,5,8.4,1.17504103055021,34.480619050907,1.0,false,17.9,false,21.6,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409175,true,2018-05-20 13:53:23.000,6.581642,53.0082166,,40.1,6.2,4,21.5,0.739325289077997,12.5962023503161,-1.0,false,11.8,false,21.7,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409178,true,2018-05-20 14:23:37.000,6.5807384,53.0080836,,37.8,3.1,5,27.7,0.192746602088892,277.629627039171,-2.0,false,3.6,false,6.4,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409181,true,2018-05-20 14:53:42.000,6.5807051,53.0081086,,42.4,2.5,5,8.9,0.516376465341561,332.5482964213804,8.0,false,12.8,false,13.6,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409183,true,2018-05-20 15:23:42.000,6.5816713,53.0081138,,39.1,2.4,4,17.1,0.869144165089111,263.9284320435483,9.0,false,12.5,false,8.4,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409186,true,2018-05-20 15:54:06.000,6.5842423,53.007671,,34.3,2.9,5,33.2,0.884663941440245,191.309233246934,19.0,false,24.5,false,16.8,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409189,true,2018-05-20 16:24:11.000,6.5843586,53.0073202,,37.1,3.0,4,14.5,0.0808787596875265,9.25683211519954,16.0,false,17.3,false,39.6,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409192,true,2018-05-20 16:54:36.000,6.5803565,53.0081237,,39.3,1.8,9,31.5,0.0186352197304994,169.368958521689,4.0,false,3.2,false,4.2,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409195,true,2018-05-20 17:24:21.000,6.5804189,53.0083266,,35.7,1.7,8,8.7,0.147304560075042,176.283793827656,-4.0,false,4.0,false,5.9,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409198,true,2018-05-20 17:54:12.000,6.5801429,53.0081331,,35.1,1.5,8,8.0,0.162115965236393,62.0949087520379,-8.0,false,4.3,false,4.0,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409201,true,2018-05-20 18:24:21.000,6.5819086,53.0090239,,34.6,1.4,8,9.2,0.1571334789445,320.966332236412,0.0,false,5.3,false,6.3,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409204,true,2018-05-20 18:54:12.000,6.581943,53.0092906,,33.1,4.4,4,8.4,1.60742864535912,257.669800952974,-13.0,false,8.5,false,15.5,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409207,true,2018-05-20 19:24:36.000,6.5818683,53.0094177,,32.2,2.1,9,40.3,0.0186006027735387,227.688552961902,3.0,false,2.8,false,4.7,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409210,true,2018-05-20 19:54:44.000,6.5817054,53.0081454,,33.9,2.2,9,8.6,0.223691094498097,213.602261087194,9.0,false,4.6,false,9.4,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409213,true,2018-05-20 20:24:41.000,6.5907566,53.0074896,,32.9,2.8,8,13.8,0.722637581854585,204.821696523511,20.0,false,13.0,false,11.9,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409216,true,2018-05-20 20:54:30.000,6.5907086,53.0074951,,31.7,4.8,6,11.0,0.710777756508149,217.319699125686,62.0,false,23.7,false,33.3,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409219,true,2018-05-20 21:24:20.000,6.5905196,53.0073964,,32.5,1.8,7,9.2,0.78655094060821,249.780295089952,20.0,false,15.4,false,18.5,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409222,true,2018-05-20 21:54:26.000,6.590572,53.007415,,32.1,1.6,7,7.4,0.408540294433627,131.710338319016,14.0,false,6.8,false,7.3,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409225,true,2018-05-20 22:24:36.000,6.5903897,53.0073816,,33.2,2.4,7,25.4,0.146294516551178,215.986643556442,5.0,false,7.8,false,11.5,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409228,true,2018-05-20 22:54:26.000,6.5903338,53.0073676,,33.1,2.3,6,7.9,0.762842186097386,219.307063424866,-1.0,false,9.2,false,12.4,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409231,true,2018-05-20 23:24:38.000,6.5903768,53.0074014,,31.3,2.0,6,12.0,2.08320260396489,277.3299491348132,2.0,false,13.1,false,6.5,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409234,true,2018-05-20 23:54:41.000,6.5903085,53.0074107,,30.6,2.6,4,23.1,1.82996042249945,274.1383563206436,6.0,false,23.5,false,18.6,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409237,true,2018-05-21 00:24:53.000,6.5909058,53.0075788,,30.3,2.4,4,14.7,1.48890702223797,209.499830218766,28.0,false,26.1,false,37.2,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409240,true,2018-05-21 00:55:30.000,6.5904721,53.0074017,,31.2,1.9,7,40.4,0.568789228774225,348.4234731502713,24.0,false,11.1,false,7.6,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409243,true,2018-05-21 01:25:25.000,6.5904415,53.0074264,,31.0,2.8,5,11.8,0.228881676675349,325.9144151075001,13.0,false,15.1,false,4.1,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409246,true,2018-05-21 01:55:14.000,6.5902809,53.007496,,29.7,3.9,4,9.0,0.877837906662828,356.37024829876907,11.0,false,10.2,false,6.5,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409249,true,2018-05-21 02:25:36.000,6.5830355,53.0073096,,29.4,2.2,7,23.0,0.482857358823251,145.928079039726,5.0,false,5.5,false,8.6,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409252,true,2018-05-21 02:55:32.000,6.583371,53.0075635,,31.4,1.8,7,11.3,0.93956223247149,210.093087622597,20.0,false,7.8,false,9.1,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409255,true,2018-05-21 03:25:23.000,6.5838407,53.0074727,,30.6,3.4,5,10.5,1.71936399831951,50.899430366512,16.0,false,25.9,false,22.0,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409258,true,2018-05-21 03:55:22.000,6.5806591,53.0078925,,29.1,5.3,4,17.7,1.08925950502475,318.2573351876087,5.0,false,9.4,false,6.4,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409260,true,2018-05-21 04:26:06.000,6.5805223,53.0078832,,29.9,1.8,7,37.7,0.0974388677986158,224.267311745843,6.0,false,2.8,false,3.1,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409263,true,2018-05-21 04:55:59.000,6.5890974,53.006532,,29.6,2.5,7,7.0,0.645412790040149,166.926507904731,7.0,false,4.3,false,6.3,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409266,true,2018-05-21 05:25:51.000,6.5898715,53.0072244,,31.8,2.2,7,7.2,0.279925405208684,217.669343536405,10.0,false,6.7,false,8.9,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409269,true,2018-05-21 05:56:00.000,6.5798354,53.0081521,,33.7,2.3,6,8.3,1.49721041457548,192.677177060531,-2.0,false,4.4,false,4.9,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409272,true,2018-05-21 06:25:51.000,6.5819393,53.0091213,,32.7,3.2,5,7.5,1.5431595781868,328.2381668003128,2.0,false,10.0,false,11.9,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409275,true,2018-05-21 06:55:46.000,6.581348,53.0083221,,34.3,3.1,5,10.7,1.0939326944141,293.4282877868775,-6.0,false,15.8,false,17.5,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409278,true,2018-05-21 07:26:04.000,6.5814647,53.0082178,,37.7,3.6,7,20.8,0.0254468685966827,223.684704998443,7.0,false,4.3,false,10.5,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409281,true,2018-05-21 07:55:58.000,6.5799331,53.0081109,,36.1,3.1,6,7.2,0.530440331238534,205.97589334933,-3.0,false,6.7,false,10.2,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409284,true,2018-05-21 08:25:51.000,6.579667,53.0081504,,39.1,3.1,4,8.3,0.315953526792333,122.946404073936,-3.0,false,5.0,false,7.4,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
20432409287,true,2018-05-21 08:55:48.000,6.58054,53.0079086,,38.4,2.7,4,13.5,0.446912964083572,56.3745719031544,0.0,false,9.4,false,9.5,"gps","Haematopus ostralegus","5642","5515851","O_ASSEN - Eurasian oystercatchers (Haematopus ostralegus, Haematopodidae) breeding in Assen (the Netherlands)"
